0.42152345,0.68018556,9.79084,1625012749600.00,9.823486261,0.023486261,0.023486261,0,1624969554600.00
0.40715334,0.68976563,9.532178,1625012749604.00,9.565770638,-0.234229362,-0.234229362,0,1624969559604.00
0.42152345,0.68018556,10.059082,1625012749659.00,10.09086047,0.290860474,0.290860474,0,1624969564659.00
0.4263135,0.68976563,9.604029,1625012749719.00,9.638199669,-0.161800331,-0.161800331,0,1624969569719.00
0.4167334,0.6322852,9.857901,1625012749720.00,9.886944089,0.086944089,0.086944089,0,1624969574720.00
0.3879932,0.68018556,9.7142,1625012749778.00,9.74571048,-0.05428952,-0.05428952,0,1624969579778.00
0.4023633,0.68018556,9.77647,1625012749838.00,9.808359408,0.008359408,0.008359408,0,1624969584838.00
0.39757326,0.6658155,9.72378,1625012749839.00,9.754653877,-0.045346123,-0.045346123,0,1624969589839.00
0.4406836,0.62749517,9.6758795,1625012749897.00,9.706214315,-0.093785685,-0.093785685,0,1624969594897.00
0.40715334,0.6610254,9.81,1625012749957.00,9.840672153,0.040672153,0.040672153,0,1624969599957.00
0.35925296,0.63707525,9.81958,1625012749958.00,9.846780131,0.046780131,0.046780131,0,1624969604958.00
0.45026368,0.6610254,9.608819,1625012750019.00,9.642048254,-0.157951746,-0.157951746,0,1624969610019.00
0.46463382,0.6514453,9.766891,1625012750083.00,9.799613532,-0.000386468,-0.000386468,0,1624969615083.00
0.4263135,0.6562354,9.718989,1625012750135.00,9.750442825,-0.049557175,-0.049557175,0,1624969620135.00
0.40715334,0.67539555,9.72857,1625012750195.00,9.760481916,-0.039518084,-0.039518084,0,1624969625195.00
0.4167334,0.6610254,9.82437,1625012750196.00,9.855397871,0.055397871,0.055397871,0,1624969630196.00
0.39757326,0.67539555,9.70941,1625012750254.00,9.740988974,-0.059011026,-0.059011026,0,1624969635254.00
0.3879932,0.7041358,9.604029,1625012750314.00,9.637619985,-0.162380015,-0.162380015,0,1624969640314.00
0.4167334,0.6610254,9.872271,1625012750315.00,9.903148792,0.103148792,0.103148792,0,1624969645315.00
0.39757326,0.6514453,9.75731,1625012750373.00,9.787111112,-0.012888888,-0.012888888,0,1624969650373.00
0.4167334,0.6562354,9.618399,1625012750432.00,9.649762222,-0.150237778,-0.150237778,0,1624969655432.00
0.40715334,0.6466553,9.915381,1625012750434.00,9.944783421,0.144783421,0.144783421,0,1624969660434.00
0.45505372,0.6466553,9.618399,1625012750492.00,9.650846403,-0.149153597,-0.149153597,0,1624969665492.00
0.4263135,0.6562354,9.651929,1625012750551.00,9.683600649,-0.116399351,-0.116399351,0,1624969670551.00
0.4167334,0.6322852,9.963282,1625012750552.00,9.992018791,0.192018791,0.192018791,0,1624969675552.00
0.41194338,0.68976563,9.551338,1625012750611.00,9.585068156,-0.214931844,-0.214931844,0,1624969680611.00
0.38320315,0.6610254,9.85311,1625012750670.00,9.882690722,0.082690722,0.082690722,0,1624969685670.00
0.39278322,0.6849756,9.70941,1625012750671.00,9.741463585,-0.058536415,-0.058536415,0,1624969690671.00
0.36883304,0.7568262,9.651929,1625012750729.00,9.688578695,-0.111421305,-0.111421305,0,1624969695729.00
0.41194338,0.7759864,9.77647,1625012750789.00,9.815865622,0.015865622,0.015865622,0,1624969700789.00
0.46942386,0.67539555,9.75731,1625012750790.00,9.791915867,-0.008084133,-0.008084133,0,1624969705790.00
0.3784131,0.7089258,9.718989,1625012750848.00,9.752154605,-0.047845395,-0.047845395,0,1624969710848.00
0.43110353,0.6849756,9.733359,1625012750908.00,9.766950356,-0.033049644,-0.033049644,0,1624969715908.00
0.43110353,0.6945557,9.80521,1625012750909.00,9.839227664,0.039227664,0.039227664,0,1624969720909.00
0.40715334,0.6610254,9.6615095,1625012750967.00,9.692651559,-0.107348441,-0.107348441,0,1624969725967.00
0.4023633,0.6562354,9.80521,1625012751027.00,9.835379213,0.035379213,0.035379213,0,1624969731027.00
0.41194338,0.6945557,9.7621,1625012751028.00,9.795442888,-0.004557112,-0.004557112,0,1624969736028.00
0.3879932,0.68976563,9.6615095,1625012751087.00,9.693868225,-0.106131775,-0.106131775,0,1624969741087.00
0.42152345,0.67539555,9.75252,1625012751147.00,9.784962316,-0.015037684,-0.015037684,0,1624969746147.00
0.4263135,0.6849756,9.70941,1625012751150.00,9.742873155,-0.057126845,-0.057126845,0,1624969751150.00
0.3879932,0.6849756,9.766891,1625012751206.00,9.798565717,-0.001434283,-0.001434283,0,1624969756206.00
0.40715334,0.6849756,9.699829,1625012751265.00,9.732504716,-0.067495284,-0.067495284,0,1624969761265.00
0.4406836,0.68976563,9.6615095,1625012751267.00,9.696120073,-0.103879927,-0.103879927,0,1624969766267.00
0.39278322,0.6945557,9.901011,1625012751324.00,9.933111552,0.133111552,0.133111552,0,1624969771324.00
0.39278322,0.6993457,9.68067,1625012751383.00,9.713842428,-0.086157572,-0.086157572,0,1624969776383.00
0.4023633,0.68018556,9.72857,1625012751385.00,9.760615906,-0.039384094,-0.039384094,0,1624969781385.00
0.42152345,0.6610254,9.7812605,1625012751443.00,9.812629289,0.012629289,0.012629289,0,1624969786443.00
0.41194338,0.71371585,9.685459,1625012751504.00,9.720452855,-0.079547145,-0.079547145,0,1624969791504.00
